Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
ureC,Urease subunit alpha,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2434,0.3651496275876694
ylpA_2,Lipoprotein YlpA,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2435,0.3649996688083726
ureB,Urease subunit beta,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2436,0.3648498331479422
group_3675,IS3 family transposase IS629,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2437,0.3647001204548163
group_3672,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2438,0.36455053057768144
group_3796,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2439,0.36440106336547246
group_3794,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2440,0.3642517186673718
ureA,Urease subunit gamma,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2441,0.3641024963328092
ureE,Urease accessory protein UreE,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2442,0.36395339621146083
nanA_1,N-acetylneuraminate lyase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2443,0.363804418153249
nanR_1,HTH-type transcriptional repressor NanR,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2444,0.36365556200834176
group_3864,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2445,0.36350682762715225
group_3860,NIS family aerobactin synthetase IucC,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2446,0.3633582148603382
group_3859,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2447,0.3632097235588015
group_3858,IS3 family transposase IS2,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2448,0.36306135357368763
group_3857,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2449,0.36291310475638516
group_3871,GTPase Era,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2450,0.36276497695852544
group_3870,N(6)-hydroxylysine O-acetyltransferase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2451,0.3626169700319818
group_3869,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2452,0.3624690838288692
group_3868,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2453,0.36232131820154395
group_3867,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2454,0.36217367300260284
group_3866,aerobactin synthase IucA,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2455,0.3620261480848828
group_3865,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2456,0.36187874330146064
group_3861,N-acetylneuraminate epimerase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2457,0.36173145850565214
group_3875,IS66 family transposase IS682,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2458,0.3615842935510119
nanS_1,putative 9-O-acetyl-N-acetylneuraminic acid deacetylase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2459,0.3614372482913328
group_3874,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2460,0.36129032258064525
group_3873,IS66 family transposase ISEc43,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2461,0.3611435162732171
sucB_2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2462,0.3609968292235529
ldh,L-lactate dehydrogenase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2463,0.3608502612863935
lpd,Dihydrolipoyl dehydrogenase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2464,0.3607038123167156
dctB,C4-dicarboxylate transport sensor protein DctB,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2465,0.36055748216973116
papC_2,Outer membrane usher protein PapC,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2466,0.36041127070088697
group_3884,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2467,0.3602651777658643
group_3856,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2468,0.36011920322057833
group_3848,IS66 family transposase ISEc49,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2469,0.3599733469211775
group_3847,IS3 family transposase IS629,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2470,0.35982760872404346
flu_2,Antigen 43,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2471,0.3596819884857901
group_3850,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2472,0.3595364860632635
group_3849,IS66 family transposase ISEc49,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2473,0.3593911013135412
ureF,Urease accessory protein UreF,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2474,0.3592458340939318
group_3896,IS3 family transposase ISEhe3,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2475,0.35910068426197467
group_3895,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2476,0.35895565167543914
group_3894,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2477,0.3588107361923243
yfkM,General stress protein 18,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2478,0.35866593767085847
group_2361,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2479,0.3585212559694987
group_3855,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2480,0.35837669094693037
group_3854,ferric aerobactin receptor IutA,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2481,0.35823224246206664
group_3853,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2482,0.3580879103740481
group_3852,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2483,0.3579436945422422
nanC_1,N-acetylneuraminic acid outer membrane channel protein NanC,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2484,0.35779959482624285
group_3851,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2485,0.35765561108587013
nanT_1,Sialic acid transporter NanT,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2486,0.35751174318116946
nanK_1,N-acetylmannosamine kinase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2487,0.35736799097241145
group_3863,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2488,0.35722435432009136
group_3862,IS66 family transposase ISEc8,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2489,0.3570808330849286
group_2048,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2490,0.3569374271278664
group_1941,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2491,0.3567941363100712
group_2037,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2492,0.3566509604929323
group_2178,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2493,0.3565078995380615
group_2174,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2494,0.3563649533072924
group_2170,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2495,0.3562221216626803
group_2169,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2496,0.3560794044665013
group_2168,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2497,0.3559368015812524
group_2166,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2498,0.35579431286965063
group_2165,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2499,0.35565193819463276
group_2163,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2500,0.3555096774193549
group_2055,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2501,0.35536753040719204
group_1942,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2502,0.35522549702173756
group_2047,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2503,0.3550835771268028
group_2046,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2504,0.3549417705864166
group_2045,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2505,0.35480007726482526
group_2044,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2506,0.3546584970264913
group_2038,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2507,0.35451702973609384
group_2179,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2508,0.35437567525852764
group_2074,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2509,0.3542344334589029
group_2073,Putative virulence-regulating protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2510,0.35409330420254476
group_2072,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2511,0.35395228735499296
group_2070,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2512,0.3538113827820013
group_2034,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2513,0.35367059034953735
ydcD_1,putative protein YdcD,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2514,0.35352990992378175
group_2012,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2515,0.35338934137112815
group_2011,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2516,0.35324888455818254
group_2010,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2517,0.35310853935176295
arsB_2,Arsenical pump membrane protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2518,0.35296830561889886
group_2009,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2519,0.352828183226831
group_2007,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2520,0.35268817204301084
group_2006,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2521,0.3525482719351001
group_2005,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2522,0.35240848277097037
group_2036,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2523,0.35226880441870284
group_2035,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2524,0.3521292367465877
group_2069,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2525,0.35198977962312367
group_2028,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2526,0.35185043291701795
group_2022,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2527,0.3517111964971853
group_2021,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2528,0.35157207023274817
group_2020,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2529,0.3514330539930357
garD_2,Galactarate dehydratase (L-threo-forming),0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2530,0.35129414764758393
group_1950,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2531,0.3511553510661348
group_1948,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2532,0.35101666411863636
group_1947,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2533,0.35087808667524173
group_1946,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2534,0.3507396186063091
group_1943,IS3 family transposase ISEc16,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2535,0.3506012597824013
group_2241,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2536,0.3504630100742852
group_2212,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2537,0.35032486935293156
group_2211,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2538,0.3501868374895143
group_2210,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2539,0.3500489143554105
group_2206,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2540,0.3499110998221997
group_2135,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2541,0.34977339376166366
group_2127,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2542,0.3496357960457857
group_2126,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2543,0.3494983065467508
group_2121,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2544,0.34936092513694467
group_2120,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2545,0.34922365168895375
group_2113,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2546,0.34908648607556453
group_2242,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2547,0.3489494281697634
group_2221,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2548,0.348812477844736
group_2162,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2549,0.3486756349738671
group_2161,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2550,0.3485388994307401
group_2160,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2551,0.3484022710891365
group_2144,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2552,0.34826574982303576
group_2143,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2553,0.3481293355066147
group_2140,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2554,0.3479930280142472
group_2139,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2555,0.3478568272205038
group_2136,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2556,0.34772073300015155
hmuU_1,Hemin transport system permease protein HmuU,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2557,0.347584745228153
btuF_2,Vitamin B12-binding protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2558,0.34744886377966666
group_2205,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2559,0.34731308853004583
group_2061,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2560,0.3471774193548388
group_2059,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2561,0.3470418561297881
group_2058,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2562,0.34690639873083035
group_2107,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2563,0.3467710470340957
group_2106,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2564,0.3466358009159077
group_2105,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2565,0.3465006602527826
group_2104,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2566,0.3463656249214292
group_2094,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2567,0.34623069479874846
group_2093,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2568,0.34609586976183304
group_2083,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2569,0.34596114968796704
group_2075,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2570,0.3458265344546254
group_2109,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2571,0.34569202393947385
group_2201,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2572,0.34555761802036833
group_2198,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2573,0.3454233165753546
group_2197,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2574,0.34528911948266794
group_2193,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2575,0.34515502662073294
group_2190,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2576,0.3450210378681628
group_2188,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2577,0.3448871531037591
group_2187,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2578,0.34475337220651175
group_2235,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2579,0.34461969505559803
group_2233,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2580,0.34448612153038266
group_2222,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2581,0.3443526515104174
group_38,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2582,0.34421928487544046
group_90,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2583,0.3440860215053764
group_100,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2584,0.34395286128033564
group_99,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2585,0.343819804080614
group_98,Type VI secretion system spike protein VgrG1,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2586,0.34368684978669267
yjhG,D-xylonate dehydratase YjhG,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2587,0.34355399827923744
group_41,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2588,0.34342124943909863
elfC,putative outer membrane usher protein ElfC,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2589,0.34328860314731063
cdiA_3,Toxin CdiA,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2590,0.34315605928509163
ssaV,Secretion system apparatus protein SsaV,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2591,0.34302361773384304
group_40,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2592,0.34289127837514943
group_39,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2593,0.342759041090778
group_102,hypothetical protein,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2594,0.34262690576267824
clpV1,AAA+ ATPase ClpV1,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2595,0.34249487227298164
adiA_1,Biodegradative arginine decarboxylase,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2596,0.3423629405040013
dmsA_2,Dimethyl sulfoxide reductase DmsA,0,28,1,2,0.0,0.6666666666666666,0.0,0.09677419354838712,No,2597,0.34223111033823156
